,image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes
151,./clothes_dataset\white_shoes\b53e9797c1b6b35f049ee01a745f7e86411ec8b8.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
152,./clothes_dataset\white_shoes\acb483a95d9d9e8f6973866928f51e0536203818.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
153,./clothes_dataset\green_pants\dff94b7c5693032d72c70064009bc51cc2434167.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
154,./clothes_dataset\green_shirt\783273863668afca6e7d7b91d17a781caa5f0cc1.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
155,./clothes_dataset\black_shorts\1a9fb16b122b93b0f23000b96c54734dcaf7c4df.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
156,./clothes_dataset\blue_shoes\1b9425418534f34b71b265bccae6d4bd730c135b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157,./clothes_dataset\black_shirt\12508b5b6c25e1d6245a8260868c968dc2042e36.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,./clothes_dataset\brown_shoes\8a0476fdf5aa576569501b8a9f96d3a358bef8e0.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,./clothes_dataset\brown_pants\732b09ce6995c50e67d0ab246cb2b61ffa76dcf3.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
160,./clothes_dataset\white_shoes\49ce9ddaa65c3909b6098065cfcbb22b4923c912.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
161,./clothes_dataset\green_shirt\6b8fd7c8bcb141317303e0495b8d3b62cc873bd2.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
162,./clothes_dataset\black_shirt\1263c5ae551db4006ba24795116e72af4c59c91d.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163,./clothes_dataset\blue_shirt\090d6cfdfdb6124a46302ec75ac92497a71e79bb.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
164,./clothes_dataset\black_pants\c2d2a8770bb4a9ff287034bf3dfc178bb3f532be.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,./clothes_dataset\blue_pants\35e920156e57945408ed548fc4545d7cc7be5f22.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
166,./clothes_dataset\black_shoes\8b4044613da005130fa1ca1015464beb17e0c9bd.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,./clothes_dataset\white_shoes\5f6b1f455a82c8bc0de3008b77ed09873dfda4e2.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
168,./clothes_dataset\black_shorts\620bb67dabc9a4dfc70f8a35f125f9ad41a8386b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
169,./clothes_dataset\white_dress\2bba7671b7ccd19a2e9025e1216bb9bfcaba5ee0.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
170,./clothes_dataset\blue_shoes\00ab2995c4a7d65d1276364b75c2644d05daba6e.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
171,./clothes_dataset\brown_shoes\5c3216947dd471d332cf6bcabb4a1b972eb92148.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172,./clothes_dataset\blue_pants\35541a75dd90dd7c23c5fe9bf7696703490991fa.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
173,./clothes_dataset\red_dress\74775babe90096bbae9bd33036946a27156b5fb1.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
174,./clothes_dataset\white_dress\b7a0068debd91af522e4b37d2d7304fc26ff801b.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
175,./clothes_dataset\blue_shirt\c757c84e3eca69ca4e6503d3423bfb5c5e3a1f3e.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
176,./clothes_dataset\black_shirt\854963a55c20f41896afe4f9739fd4e5c7e4acd1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
177,./clothes_dataset\red_shoes\84979cda837058e9a5daa3b87ca317796790a593.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
178,./clothes_dataset\white_dress\7aa6aceb759ba0a89d62f820515939f1b2744788.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
179,./clothes_dataset\red_shoes\5c04690204e584ac346c44dde51eccb692ec970a.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
180,./clothes_dataset\blue_pants\37a53380439780043b6ce71a4751f09ec5f5a4f0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,./clothes_dataset\black_shoes\8fdbcc279d903dd584a88f09cd3c48462088fccd.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,./clothes_dataset\green_pants\e0c9507fef0da92c8b1f5b6f8f5310115581d994.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
183,./clothes_dataset\black_shirt\b60ba9ff6833fc6a6eaef3b823de65f0baa6651c.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,./clothes_dataset\white_shoes\fa1453c98e0703cbe7db25226910ffbf821a1300.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
185,./clothes_dataset\black_shorts\2389fc8d7534011cc0ee19aa62fe6aede9188be1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
186,./clothes_dataset\blue_shorts\80921161d8aea455dcd8c0711ecf6b5c72bd5629.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
187,./clothes_dataset\white_pants\2a29fbe2d3b3400864e156d405d9432bf8f248c6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
188,./clothes_dataset\black_shirt\0e02f638c0fbc023d4c863638183ddbc89dc110b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
189,./clothes_dataset\white_shoes\4545ce7dcf2779a7c7cae5c5cba7ec9de18619d0.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
190,./clothes_dataset\green_pants\308822af86a3c38b25ea64cc979b2d67d767c09e.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,./clothes_dataset\black_shirt\50954c72ade0caf3bc07a6522d53b292ececc8cf.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
192,./clothes_dataset\black_pants\38a413fa338774e9720f40200ff14b2f431d236f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
193,./clothes_dataset\brown_shoes\f4c28582ae170707946c70e7bf4734721cf3f15e.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,./clothes_dataset\blue_pants\9f25a81493fae8a0af463b64660f2c915ea3780f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,./clothes_dataset\green_shirt\d32dcecfac6d66d0514211c2a79008fe128270a9.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,./clothes_dataset\black_pants\4d02ab71d87e11c7409c5102bd200fcad32ed02e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,./clothes_dataset\black_shoes\37a93e428e2dcdcbf4bb09f1b24b78308e45df17.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198,./clothes_dataset\black_dress\919929e02a52231b628a2dc04b04a92f720d99a9.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199,./clothes_dataset\blue_dress\f328dcddbb5310fed0b07637f4b692f170113733.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200,./clothes_dataset\black_pants\ca7200c92b7213274f27f9ede68adf031ac774c8.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201,./clothes_dataset\blue_dress\f655104cb45f4e67b2ad0f64100e996629efc5b2.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
202,./clothes_dataset\blue_shirt\c37953a27cf5b9bcb004627c797ba9c7ae5988ee.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
203,./clothes_dataset\blue_shirt\08e093997a4128df60c5a6d5d57aac9bc789c94d.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
204,./clothes_dataset\black_shorts\a39533d21f02cb604a3687c18f03789a6e5192d8.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
205,./clothes_dataset\blue_pants\420c07ae870b75d74eef93f5f0fb19911e47e55f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
206,./clothes_dataset\blue_dress\8356685729a46d2a39a1639e08fd4487f399e25c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
207,./clothes_dataset\black_shoes\3b6e5d1788e81e3872274a203b6fb1db4010acfa.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
208,./clothes_dataset\black_pants\28aa925065fc5d2559e60a3611e08ecb73f0072f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
209,./clothes_dataset\blue_pants\b8136fe8f94a5f01840912a7e78fbf575c4e8cbb.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,./clothes_dataset\black_dress\fe65d0f9cc2b160e623401d189c5c81188529ca2.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
211,./clothes_dataset\blue_dress\7010b4d01513646d5f7255100546370d0a9de155.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
212,./clothes_dataset\white_shoes\7981e5aac9be8637edfe7883b881c482be80ce97.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
213,./clothes_dataset\black_shirt\50a71ca06ee539dd32ec0827a2d98812a898fed0.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
214,./clothes_dataset\white_shoes\d1bf05bc171101b40fc41762d9f8619e14803b34.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
215,./clothes_dataset\black_shorts\3efa6b53ff9aec16afccc9c102519c2193c9cf16.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
216,./clothes_dataset\black_shirt\ec37d35ce0db15e27c57e3538778d5381da1dbbf.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217,./clothes_dataset\green_shoes\8b1b99dff54227f63b46ae5cdf5d86b3d38b9245.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,./clothes_dataset\black_pants\765a774e5795e9144a65a3f68841bb91119e1047.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
219,./clothes_dataset\black_dress\911adc6dfca5602b13517d58e8793912a87380fd.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
220,./clothes_dataset\black_dress\f3a3a9ba3ca14c6658dcb836b2a6602959c9345d.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
221,./clothes_dataset\black_shoes\5360e4e34877dfddedbdac3c4a59991e1f37b522.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,./clothes_dataset\black_shoes\3d0e7502df28f323be1805d5ae501e01cc021875.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,./clothes_dataset\blue_shoes\8fe570f77d604fa1cd4aeb0e8668a0e33f6f163d.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,./clothes_dataset\brown_shoes\c61e37541f1c6bd4bb4b3eeb8093718019019093.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,./clothes_dataset\blue_pants\b37178509f42435626906a42bcb0dca8371ffd98.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,./clothes_dataset\white_dress\f7a5a37c4f0d6363ac41134503d17150831eef10.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
227,./clothes_dataset\black_pants\15296368d3f0841287911a7ab283967ad4864e14.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
228,./clothes_dataset\blue_shirt\812fdf5bffbd44624cba017611b3f1f69d6bfbeb.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
229,./clothes_dataset\green_shoes\0abc51f18c8fa3991fb34cefda0273de64c651ad.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,./clothes_dataset\red_dress\30c715d761f26384dc8db655580f7540e6e6ceb6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
231,./clothes_dataset\blue_pants\d109e0448d0eeda23d9315c32d3e85c096307158.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
232,./clothes_dataset\red_dress\17be8b6093032395f6b153d86827c13011afd6ed.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
233,./clothes_dataset\black_shirt\a7115855c89556d84af8a1650c383a7d1be2d95e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
234,./clothes_dataset\green_shoes\898739c4ce6a54c5f56c71862e592e60a8e12741.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
235,./clothes_dataset\red_dress\664bce495347079e4d96240a76bfe634caf2904e.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
236,./clothes_dataset\black_shoes\5f9f3e89e5231597b0c220108f7d6f585070a1de.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,./clothes_dataset\blue_shoes\57559f449de9070efe53c5da3c692c84eea7a297.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,./clothes_dataset\red_dress\4e486121cb7bee7a774eb634d5ef27729bf5be08.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
239,./clothes_dataset\blue_shirt\7e67417c4c2d3807617a35a7833715addde52aea.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
240,./clothes_dataset\red_dress\899059eae6edce2339d8ef59cf62e82759f07ea8.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
241,./clothes_dataset\black_shoes\ecdd924a39ffeacba19212a4d9fdd4b5edd9f9e3.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,./clothes_dataset\blue_dress\5406ff94c18b3bc6b8aedbe7e868a555dd289a20.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
243,./clothes_dataset\green_shoes\da584cc53a9a2b5c49986ee05c9a2d877f07cc29.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,./clothes_dataset\red_dress\cad7bbb2fac1db32e038cd26e637647e20ef358a.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
245,./clothes_dataset\black_shirt\aa0d9d278d661d4fdc19f8cc1c63bcd5c88054b0.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
246,./clothes_dataset\blue_shorts\3e44db86797ec088d0cbbb0c0757268499a3938e.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
247,./clothes_dataset\green_shoes\3b9b361295f947ec76d7729d92ea41769059efe4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,./clothes_dataset\black_dress\a781222b30ffd2369d984acd356c13defc955b7e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
249,./clothes_dataset\red_dress\9bfb9fc6d5f7ba79fa302dcc1f6ab5ae8da8cec6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
250,./clothes_dataset\brown_shoes\48f531ba8791a1ff13c9247f6b499cacb1772f78.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
251,./clothes_dataset\blue_shirt\105ae3d2bc27672eccd86140040b6aa9adf8bbcc.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
252,./clothes_dataset\black_shoes\549ee6532d08234c6f2ccb102f3689a1592c0f46.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253,./clothes_dataset\black_shoes\bbe63c104bbd006c6384f260a829d3b445ac405f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,./clothes_dataset\black_pants\3f576dea102d89c37e9c8b0c37d3a2c2efc03e5b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
255,./clothes_dataset\white_pants\a0e5c5fb28899dd593a78b2535df80fd963b878c.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
256,./clothes_dataset\blue_shoes\d034f5e64db17d192ae6db87bc87f838f6aa3ab8.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
257,./clothes_dataset\green_shoes\ec58d291c10df5f7c0b326d98b224844b76a0f5f.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
258,./clothes_dataset\blue_shoes\1e81b3e9775349db66bf1fd4390bb82578a2427c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
259,./clothes_dataset\black_pants\528f7577b84476398b34a2bfc460ecf4515ae3c7.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
260,./clothes_dataset\black_pants\d7ae6da26259a97c04c8e6bcb5f6af8ff8ecc24f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
261,./clothes_dataset\red_dress\bf7acf34b8d296f8afda787387746115a2290485.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
262,./clothes_dataset\red_dress\938e7eb6397bcde59c27e260327c3c74c6b41848.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
263,./clothes_dataset\blue_shirt\2faf366c98abdbe02f62973715302456354b0037.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
264,./clothes_dataset\white_dress\4f67d47efde4c6b04cbfc1b81c7c6d582ad39fa7.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
265,./clothes_dataset\brown_pants\7e914e0119d859ea1fec1ff2eb3ea2354fe82e7f.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
266,./clothes_dataset\white_shoes\cf1f6c9e3cc1ad22a9bbc1a179e5337abaa3a66a.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
267,./clothes_dataset\brown_shoes\bb5b7f6a888470964cbc41b6563e813326fe56bf.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
268,./clothes_dataset\blue_shirt\d0d9a6486e969705e623cbcf4f34236df9a66096.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
269,./clothes_dataset\brown_shoes\71579d49ff2fd9a85ee971c6b80076f4d555d890.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
270,./clothes_dataset\white_shoes\a1440d137cdf3c1d904aba97f5ae033383c87190.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
271,./clothes_dataset\red_dress\25c4b1b6be7db8c769ba545277cbb25bca3bf7ff.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
272,./clothes_dataset\red_shoes\e943b79670dddefd849bd762153fcfe715658eb7.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
273,./clothes_dataset\green_pants\e44b4a51cb52a9cbb52579cf222487375d5cc2fb.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
274,./clothes_dataset\blue_pants\9bdba6eaf8f22e5b879e5df73182a27897a7a9e4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
275,./clothes_dataset\green_pants\af91f148fd9d806f8a9aa468599d0c442caea642.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
276,./clothes_dataset\blue_pants\01f320df9f899ce4f3374cb38425c89194602531.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
277,./clothes_dataset\blue_shorts\21c2a339fe383332ef2a32c64dc67e02ec51e655.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
278,./clothes_dataset\white_shoes\84a520911b27a8460f4bfd7fadbae709229a8909.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
279,./clothes_dataset\blue_shirt\51a6d3ec86702f0a66ebcd9688fb577e584ee062.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280,./clothes_dataset\blue_shirt\a17a1c2329298763992c0aa868d1e5201d9cb881.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
281,./clothes_dataset\black_shorts\b20f7914a381ac414b9d08b624afa022630eac2e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
282,./clothes_dataset\brown_pants\aabec835e78477ae268138fcb52cf761f5a47de8.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
283,./clothes_dataset\brown_shoes\e35c7b3b9adabc408604669e0412fbd895a85f5c.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,./clothes_dataset\blue_shirt\8e31da2f8db015b5a5fa85f1be7450e7cbf9f614.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
285,./clothes_dataset\red_shoes\8c6b0e69bc01350ea98420ca8f24a79ee41588b2.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
286,./clothes_dataset\red_dress\eed7ad3d8e1642f2ad37e2d6fb28cae86ae95d34.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
287,./clothes_dataset\white_dress\95a85d0b604da1aafcb9d1ceb8188f3329929df5.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
288,./clothes_dataset\blue_shirt\2cea9e69e12fef51dd3b5026a57eb17f6c746fca.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
289,./clothes_dataset\brown_shorts\002a824a2d0026592e34e0df28ecd55abe71e57e.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
290,./clothes_dataset\black_shirt\175500b8c4c816e236bca25975755f7fe1e5e0bf.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
291,./clothes_dataset\blue_shirt\787e9ea7414a223f7c6211dabb5e5d75c28be84b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
292,./clothes_dataset\white_pants\f01e12e8709505d8828bf86151000327bc4b737c.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
293,./clothes_dataset\blue_shirt\3e7f4e1b459c34302380231cdb66b9371c036f98.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
294,./clothes_dataset\white_dress\0630b9a4fb88b11e450be2885969b280bfcb78d5.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
295,./clothes_dataset\blue_shoes\e6dac5fb2f5f8f178294deb0c19682bdc40a1b72.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296,./clothes_dataset\black_shorts\44f36521a04d739d70ef15101e89d853ea4a1d6b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
297,./clothes_dataset\white_shoes\7b3f1304e5c437bc30361b2b00df2b88e26638f8.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
298,./clothes_dataset\red_dress\a79da05f27d815e83b103d56510ff0f6a6de6f4a.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
299,./clothes_dataset\green_pants\99eeb0d1e429924cba4cc967ae9afb386d1d65b4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
300,./clothes_dataset\black_shirt\f0799eab3cf03ca376e3f74e605f783c34072802.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
301,./clothes_dataset\white_shoes\8f45aaa15760e81623771e36e8d26c53f6f31438.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
