image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes,color
./clothes_dataset\black_pants\b67e5ef1e4d892385b1491d937ceca39e257b016.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shoes\c69c592513612689cbde18da7020d0299e320e2b.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\f30855c36afc91453c4a7ff3fac80a5b94f9bf43.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_pants\b25bd39cdca2af7ea4780a9f5feb4c78a96a7a0d.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\af0c5d1ca7444fde9814302cd04b391c8dc5dcad.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\brown_shoes\ba3f325de776a20b84692d9fdbcec7e7cdd87733.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_dress\d025ede11f2c35de482573cae88291430db6fbec.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\2b92467b4e100ea15d88925a9d95449def2bf251.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\86adacf95c87faa6b3495e82d5edef71209c94c9.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shirt\55a9d7cbcce8c16914becc540522ee0a648ef4f9.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shoes\428d8850c36eb9b08257cd3e5ebe2915e3a92016.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_shoes\1096a8234570f35714f8d8be63b94f83ae6c4101.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_shoes\37b450947ddfd44589851fc7999916743e3b6873.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\brown_pants\6c458d57128b7bbc1ce6275d6275c4facbed8260.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\brown_pants\4cc6cf4d66f36e55a8704b7270480a175da154d8.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\red_dress\51c4e41ce83d18143d537a49132cf1af40a47900.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_shoes\0caba287be658380813ece8607bfc4b44fa895e4.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\green_shorts\65d6be800a246d6ba7cce9f9e3571d04ee397792.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\blue_dress\0797fbff1842839db246936eb3d8badf4042c6c8.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_shirt\a7115855c89556d84af8a1650c383a7d1be2d95e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shirt\37e78e744e98779585663c2fd4a0d47c606cc5af.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\aab2af44e6de498a3286fe1cf549739ee9b39d9a.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\green_pants\2a37dc349fa978327903964bb10040d01ebb2132.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\white_dress\b43311a3132614883c7360e537b93e34f5b62b47.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_shoes\36d803b173cd921ead4c2b24eb97c4486c425bdf.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_shoes\c23f9fcb3caebad169fd4b671cf71fd196fed7e3.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shorts\57c8416e09eb2bf8d9576b16c0c50dff2a7dbe5a.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\black_dress\4347161ab5dbb914b8ace7cac6568eacadead311.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\white_dress\dcb9e64f45dbf0476192377f2ab23a90a1d41ffa.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\42d48244944765d6f04919c01a1fb5920e2c89b4.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_pants\9737ad66a10322a091892184f1c41e0017075950.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_pants\f5f29f91e9a6e6ed0b4d17010fce19e49247138a.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_shoes\c88495176978d60a76dd6d79137776cd21c8d272.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shoes\f94e41dbb53b4975ec2105a2f2af7a7399fc342d.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\red_shoes\5a045eeba98ded738a0f220bfb52e15857bcb031.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_shoes\fd0dbb8163f5b9413df2d47068469c55e39f2e40.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shoes\20c5dd2326da862cfd7c11f603855e0c0a966c21.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_shoes\b9eafadb602a235c0c91aca9ccd2855191cb8f38.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shoes\591d8befc239c345fc6105b38b3e368968424401.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\green_pants\f216d6d4a2d1efe5d307fa9f442f06d48fe0b6cf.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_pants\39dd77befbb7f529f1309828039efb2b0064b811.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\235c360ce718f55664c263ae2b5eed362fa8dc3e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shirt\d5e95091693786c92a0a8d420e3f2630c41b6bb5.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shoes\0be9fe2e54c0970dfc304087326a3829e02721e0.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_shoes\9b663fd53547d6c846e1c6ded98484cf3a74b945.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_pants\ab9ddf91259b35bf4710c78a1e409687abcbc02a.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\blue_shirt\3571421b8ac09c52f0d183fcffd443ae3e42ae0b.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_shorts\45d954aa86358cc3a8a63895203ae2bc9aae4eed.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\red_dress\037c590a5e5e1dbf85f151e0626908d22a70a5b3.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\ca0f6e2a653deecbcc4cc607f74e4900af693e38.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shirt\aeca86e0a080b0e6c777578e92078efd23899b36.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\brown_shoes\0b5e52ffb0589b6e2405616de858cab061c1b88a.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_shorts\b9dfe4aebc8df2065c519c322419558bbf4236c6.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\brown_shoes\f1878ff63507a567a0ff10b1484d9c27c4620705.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_shirt\3c176b1a7ce52ef37ac8a26ee5405972cbe04b2e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shirt\a09bb1345db5dda699939f292e255177d39658df.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\e1396253a12b050f267f239b39720ae6d7c2b59a.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shirt\82d366b0c18ac2f2042173dfbc6598206b965be5.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shoes\3c9322185f56e8985a9dac61de94f805bfed5565.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_dress\73aeea7f1f7157d7ad842ed2e30165b32674f81d.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\274c430cce923d73728e2e2fdd9d9996d2fe78bd.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\b260e0d757c7701190d1a652b8ee6febe568942e.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shorts\b7dd1971ed9ed56be7d63c90f2f5a7fd42bde7f7.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\green_shoes\c04c4f6aee579a4a89efaa103d71df36bce97ebb.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_pants\43c87101415f45ad2f359b0b27732eb458ea199a.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_dress\71b91a6fcddaef4d29e9fc3d04e35be350724db4.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\72bc986bad34f54488afccf5d81e90c5784933b1.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\brown_shoes\ff228e6fd4c64b3a437023dfd7a84eab8e29ad07.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shoes\b88928454560784fafcd8afd3533fbc281dab945.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_dress\2ca7aefb9b8cfa37059ffd9a0a414ee3523e6f7b.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_pants\8b1241b0556f7ebe7f8173c0443ffff0e9d3d01e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_shorts\9a3c5e755f8aabae999f47c631bda8c7cf5d7e07.jpg,0,0,1,0,0,0,0,0,0,1,0,2
./clothes_dataset\black_shoes\9b2453a76c2dc89641190f09fe1d37625a7b9c26.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shirt\ae988d5600f8686366f5d3e58caee18a0e2948f3.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\green_pants\d0730a915f3bd53999c697d4c358f1508d950d78.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_shorts\874989613c99802ea9d114da0d4fe7f9f5b3fd14.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_shoes\0bc4e31a2864458862a3a10016db1f3f2d6afbfa.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\red_dress\344e6761d4bda5eb0bd2c15d08a810d6cedae7a3.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_dress\276ca8115f0c2337c178d9288debc21f8b8fce5b.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_shirt\b4cf7d217a7fddbe75054783d04627bea1bca8af.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_pants\eb5fe947d20ff4dae21424c3f8d062474cb3bc5e.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\0dea13c7ce560ca376af47352c5d61753e2b54cf.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\4ed8a581511e00453e6200b72c899127ac7c1065.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_shoes\c4e3256591d868e1a5862a77b89b51ddbb3715a3.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_dress\7bd7a0404a3229e65fa711d9b9bee7c6f9477057.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_shoes\0683091858a5fa7cb56e690681aae338a840b94c.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_shoes\27e4f55091f26229e57b64348b60c55b588a4b84.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_dress\c9e500783949427135af4651d7e0fa67ff90d136.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shirt\03e9f873445987e6adaf0d276e1cc1c4d0e82a16.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\90f1503139b079557a030d091d6a15880a720783.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\e460fabfa3c600b00be761cce8aab0bb5dae6862.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_shoes\ae0aeec3ec1467535489ad614df1ce6676701aed.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_dress\5691ad37d04180637edd4fcfb4ca4f5dfbf0de70.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_shoes\6818b5cc04c0cac53615afdc4a2d474f45994148.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shorts\b815cf9d027060eb276224d0b0cc13923c7b4b34.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_pants\1f709541c42ce0397e704b3e9f57c0f786fff6fa.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_pants\6eac9023d339914979d9fa8d4c308758b98febda.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_pants\ce68d0189603d7a1126687bbe7470bf324699493.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shirt\cb4768ce4b0445d2fdfcf5a79a6275be068b36bf.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_dress\9bbaccdc0099d1ba5c114879210598624babcebd.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\e925905891be86750d2da45a307f170e40b7fb64.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shorts\85faa9f413886f9e546a4fb5791cabb6e1f90b70.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\brown_pants\6f2f65ca1790f3ab288a29e215ffacfe9953198d.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\red_shoes\c7bbd21921d37aab43d2724565fdb72710890b1e.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\brown_shoes\1ff9825d051bf3eaa5deb8ab0fff8afcdd91cb74.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_shoes\e40a6bf898a15c0c5bad31b91fd1b87c7b337a10.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_pants\50078e91e963c27c97fca023a88810e2faedf6e8.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\black_pants\36532c7f789d882f472efa760981b4ccdc715ef1.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_shoes\2cb124041212a510fa6554add21a04fa0094d7ab.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_shoes\ae43331bc89598b2c0e3a14ad4758ebe6d41c19c.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_dress\dab6557952e9f3a4a171989c04212909c4e4e8a4.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_pants\048fb3c98fac7811e45824d6f6311dc69dca52f3.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\red_dress\eef4f750cb3d7e753010c5ed5f5611b33f7e1c84.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_shoes\61ebdadcca607ce2e9a0e870ef6d58900be6010c.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shirt\d36a30474819661636f5eb24027c1b056978eb5d.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shorts\71902676e279c32e7b5a447ad4a6a01cefc1313c.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shirt\5127888e6a97ce6c5def969369008e8046c3408a.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\red_shoes\e1528bd5e0dccd62dd39b737e425abbdb3542988.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_dress\e8a0215537fb89e5e73f28c39a8f99296391d771.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_dress\65cd38c95d2538bce231b25082351d40cd50d397.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_dress\272c94273ddc70b2bd6755418087d88e10aebb38.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_dress\d2715c8039d41d9af02cdb3a1b62f9a6ec2d9b7a.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\51bdf6a0d0ed2072738d6dd97289e857c9e2b934.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\9ee9d3e8c8e4e34bd1cf381b9a2ee46a64c78c29.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\green_pants\168d0f0c757876ba9aff0e09cfdf2fc150456eac.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_shoes\10abfed4ff413045472421f4f9ca8753b2d6f07f.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_shirt\c4fb30d355fec4c78d756f3e4e2671d973096bd6.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\brown_shoes\438b5365f1514778e18774bc7b5fea0a90a12784.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\white_shoes\409d3e12825867fd9db03806ca4a493e0affa1af.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_shoes\91572bcdfc28fd9658c1fd2456f40fd5ca1ccadc.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\green_pants\dd36abc61daf93d7b073b66c473bcb4d52b06320.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_pants\ad948d66d839d5341cb7a595f573fc7e0921176d.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\a77f3bd9ebc3da2435f78f5751f29fd4e99157f8.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_shoes\ca8294d146227f8afcb017b513d8291cd12f8b82.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_pants\50fb8c72aa2cf330c33014d39193b3e430a6c4a1.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shorts\715b4cf3d0163860dae7863720f236ff98e7211d.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\black_shirt\9da37425fa68fc0c1cae3b10afe923a44fd2821c.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_pants\9f840ab9019af08aadb97dc1cc72458a19ea14a2.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shirt\3511491e45df461f22a39d08a99d56b6f40f5a53.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\green_shirt\47dfa624e162e5446af01f04da7f84df48b2659f.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\black_pants\e9fcd6032df83f470630b9cb363ebcb49dd2ac17.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\a94d9ea29ba7e98ca6e84666c8e6db5e0beb16c4.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_shoes\5beef1adbb839cd623fd9cd49cec24cedb47994d.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_dress\6837d108221c3e75fe44bf4a6c13f5b2c7f728b8.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_dress\2f7a9200e728c1a990d80f86b6e93cc2810427e6.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shorts\2a088f7cfa93f18fbb0d29f4f2a6ffb1615a9780.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\white_pants\d29cd50ae80ba7c4fe3a4c1b52e3216ef2a689ae.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\red_dress\00366a493888f68ba46e8f91048f655f13af1d75.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shoes\4cc82981f2831864198e2e807b526089d8bc43ed.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shorts\2fe3a5897d104026903456f095eb42ef1b3f66af.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\white_dress\b29f04ce433bf94c18739adcc5a458e5227e5986.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_pants\371d79761e2f1c123c971684353f4e7710cb8193.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\green_shirt\ee426b76eaf5280fd598e94e3f08e677bafc19cc.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\black_shorts\93af36b12c0558ab3ac3460dfbc93ab5308fc80c.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_dress\324298a835df78a19754d3a72e37bc9d0c7ca549.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_dress\94bfb6f88154fd1142402795983a71f85e593664.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shirt\60ccd59afd812da562597ccfa0ce1a6070119245.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_dress\d1c5327d1cfbc569e9f5ce384ac5de579de25c34.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\d7017a138800ade97c5cf979a717b22a4321cace.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_pants\13f6e6e2902c0eef3460e4feb4baffbdf2246bc0.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_dress\bcf7b73d0b3fb330bd002be2885cedbf4b6ef8f3.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_dress\13d0731a99280f3655df9c910cd6cdcaf725e83a.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_shoes\86fab234f009b4b28ad905d5401248f4ee687494.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_pants\3bbd99b385beb3f99987c6fc206b42c34969078c.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\5dc099f95c0e6efda421b004d68d49055810df52.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shoes\38ab985e2f26a9be90767876a9bca1c0eed277b6.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_dress\98a6d49a665466c3475547e288d1553a51c4b477.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_shoes\063d06d328ffd2c51e86c35ff22f4b8bf9deeede.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shoes\13255cf55b4de8a2697bbbaa0fe411f0eefa2798.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shirt\ee5caf598c171cca76d130685eb4b714c10c6726.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\white_shoes\d1bf05bc171101b40fc41762d9f8619e14803b34.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_shirt\12508b5b6c25e1d6245a8260868c968dc2042e36.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\white_dress\8b5d0746ed242bd159b6ac841084b90e512b7e1f.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_shoes\669d4ede756d6fb3808a48074d445145ab3a1eaf.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_dress\b742e986ce5b7266bc01da9cec66a47e72fd0ef9.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_shoes\a1e4652b2b3100b4d3330f1275f437fd464e4337.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_shorts\637f666ac8d9e680a128a59b68106c4271c65c4b.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shorts\dac1170588b3de1fedff3eeb748db9bdf31a62da.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\red_dress\cd521a730d22e12c26fc37c047514bd6e6404234.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\fa2d5df94b2e61ae885bc1c5361154b178c6c94a.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_shorts\ee1f52018378af4af32ba51425e6ef50381768b3.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\brown_pants\550fd014020448680f5642fddae65c6e20c1f8d2.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\green_shoes\31aa8a98611b0fb0330a720b638fd5d69d41fa7c.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_pants\52d8c01fcc55922127df4c71c8ee9c8a51e88533.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_shirt\49bb5d08478eb03b2bba338ac44981bb8ca74a96.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\red_shoes\0a02fca2ac5dfff55c7b25e2853097adfa0358bf.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_pants\b873f8218755939d6b6bb5d737ea5c654f4f2e28.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_shoes\4ac67bd7fe29da5d6fa5478f3441eb08d23d6555.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shoes\61175b68c87cb5086407a3e343d209149f865931.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_dress\354688e017228ee26ec9ef1ba9deacd019a861f7.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_dress\a04ad098583f6721eacfc86f4b88b06a57ca655b.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\white_dress\5ed29f535f13ba7e7745590313d021ece601b6d7.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\brown_shoes\eaa44d48def49a7b84826ff89ade996f85aadf12.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_pants\7fc07c9c03598ba4a4b1b765a95bc84dd49cc3f1.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_dress\6e7b32491a3a917eb307c2aff0aeb474111e4d3b.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_pants\643982ec8f40e322898bd1a810ff6e66fd1ff704.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\blue_shirt\5f8f084eec7244769bd740f32f1bff4200b2d5e0.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shoes\a17120fa6c01a3768dab7406ef87e7c502cc1534.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_shoes\7a303ffb26f6324d6639b2c7db36d0d1cc145d45.jpg,0,0,0,1,0,0,0,0,0,0,1,3
